ds,Category,Region,Data_Type,Actual_Sales,Forecast_Sales,Forecast_Lower,Forecast_Upper,Year,Month,Month_Name,Quarter,Day_of_Week
2016-04-06,Technology,East,Historical,1294.75,2022.9319682559048,0.0,9227.766255825598,2016,4,April,2,Wednesday
2016-04-16,Technology,East,Historical,9335.086000000001,1990.1162664329922,0.0,9333.704803125045,2016,4,April,2,Saturday
2016-04-19,Technology,East,Historical,1414.132,428.5448533873014,0.0,7988.157419088302,2016,4,April,2,Tuesday
2016-04-25,Technology,East,Historical,108.42,1572.5091580725166,0.0,9085.183164457803,2016,4,April,2,Monday
2016-05-03,Technology,East,Historical,3297.0389999999998,1938.6562270011395,0.0,9736.582905388826,2016,5,May,2,Tuesday
2016-05-07,Technology,East,Historical,9671.952,3912.298419600682,0.0,11289.194407027164,2016,5,May,2,Saturday
2016-05-08,Technology,East,Historical,1340.2440000000001,4573.1297848818585,0.0,11760.936300703823,2016,5,May,2,Sunday
2016-05-10,Technology,East,Historical,763.0200000000001,4003.9592086985194,0.0,11126.290351500917,2016,5,May,2,Tuesday
2016-05-12,Technology,East,Historical,918.878,4362.7101366452625,0.0,11917.757357108152,2016,5,May,2,Thursday
2016-05-22,Technology,East,Historical,5397.6,5178.638657618536,0.0,13201.659545350838,2016,5,May,2,Sunday
2016-05-23,Technology,East,Historical,21121.956000000002,6672.244846204949,0.0,14197.443434775858,2016,5,May,2,Monday
2016-05-30,Technology,East,Historical,8090.578,4477.654746724983,0.0,11735.12115020871,2016,5,May,2,Monday
2016-05-31,Technology,East,Historical,438.85900000000004,3977.9408540015556,0.0,11700.380735616152,2016,5,May,2,Tuesday
2016-06-04,Technology,East,Historical,2316.5229999999997,4926.032771279568,0.0,12276.223636455248,2016,6,June,2,Saturday
2016-06-11,Technology,East,Historical,1623.416,5080.110155741082,0.0,12156.800032790095,2016,6,June,2,Saturday
2016-06-12,Technology,East,Historical,2962.563,7017.637344654385,558.0532340267655,13664.383268710102,2016,6,June,2,Sunday
2016-06-17,Technology,East,Historical,6001.84,7528.585981481587,107.22920178720688,14509.554582810997,2016,6,June,2,Friday
2016-06-20,Technology,East,Historical,2459.096,3842.406433691739,0.0,10769.878492139804,2016,6,June,2,Monday
2016-06-26,Technology,East,Historical,3839.2000000000003,4949.775397167226,0.0,12135.376550648165,2016,6,June,2,Sunday
2016-07-01,Technology,East,Historical,1724.376,3453.068848594972,0.0,10076.794684038101,2016,7,July,3,Friday
2016-07-07,Technology,East,Historical,3882.2309999999998,2873.817570778179,0.0,10592.884889757192,2016,7,July,3,Thursday
2016-07-10,Technology,East,Historical,895.895,2628.4995569170637,0.0,9808.432189837098,2016,7,July,3,Sunday
2016-07-16,Technology,East,Historical,1820.34,1700.8447356010597,0.0,8876.520272387865,2016,7,July,3,Saturday
2016-07-17,Technology,East,Historical,2184.88,1794.2817642799046,0.0,9230.47267911169,2016,7,July,3,Sunday
2016-07-20,Technology,East,Historical,89.95,1850.6221658086838,0.0,8805.967220812521,2016,7,July,3,Wednesday
2016-07-25,Technology,East,Historical,5920.488,1820.0314383890968,0.0,9494.998947198877,2016,7,July,3,Monday
2016-08-14,Technology,East,Historical,2771.064,4638.629524006032,0.0,12387.468342340668,2016,8,August,3,Sunday
2016-08-18,Technology,East,Historical,496.114,4042.6444071603155,0.0,11146.631776630247,2016,8,August,3,Thursday
2016-08-26,Technology,East,Historical,14622.894,6957.619503054941,0.0,14516.568699482505,2016,8,August,3,Friday
2016-08-27,Technology,East,Historical,767.9110000000001,4345.829340826303,0.0,11742.020464239744,2016,8,August,3,Saturday
2016-08-29,Technology,East,Historical,632.188,5811.38175597695,0.0,13368.940628951666,2016,8,August,3,Monday
2016-08-30,Technology,East,Historical,1656.8700000000001,5859.934036579739,0.0,12944.437238913124,2016,8,August,3,Tuesday
2016-09-01,Technology,East,Historical,23064.608,9959.797456518398,2871.0397359403214,17122.52078114471,2016,9,September,3,Thursday
2016-09-03,Technology,East,Historical,2365.596,6339.786488293363,0.0,13807.22539183736,2016,9,September,3,Saturday
2016-09-05,Technology,East,Historical,5226.348,9515.635592423845,2060.643383621441,16643.973029752484,2016,9,September,3,Monday
2016-09-06,Technology,East,Historical,1313.536,6831.590726917251,0.0,13874.251538206943,2016,9,September,3,Tuesday
2016-09-11,Technology,East,Historical,6501.586,8436.14359373207,1348.03096741119,15563.409409616386,2016,9,September,3,Sunday
2016-09-14,Technology,East,Historical,1137.338,7257.191001382034,0.0,14731.507742435995,2016,9,September,3,Wednesday
2016-09-17,Technology,East,Historical,2043.126,5475.917462578015,0.0,12812.240041722069,2016,9,September,3,Saturday
2016-10-04,Technology,East,Historical,5912.782,475.52299176053384,0.0,7306.412395379151,2016,10,October,4,Tuesday
2016-10-09,Technology,East,Historical,546.92,2643.906694051759,0.0,9623.90116937121,2016,10,October,4,Sunday
2016-10-14,Technology,East,Historical,3335.888,3961.2611553730876,0.0,11248.986686042866,2016,10,October,4,Friday
2016-10-21,Technology,East,Historical,15903.184,7455.918099120641,0.0,14424.907074491413,2016,10,October,4,Friday
2016-11-03,Technology,East,Historical,3802.7960000000003,5389.517264761986,0.0,13100.226136281743,2016,11,November,4,Thursday
2016-11-05,Technology,East,Historical,4266.8988,6177.133832494609,0.0,13356.26373499808,2016,11,November,4,Saturday
2016-11-07,Technology,East,Historical,11431.392,7353.376408789387,0.0,14609.453020634937,2016,11,November,4,Monday
2016-11-10,Technology,East,Historical,14170.434000000001,8406.860979416388,1049.0530791097694,15509.03019400761,2016,11,November,4,Thursday
2016-11-11,Technology,East,Historical,9888.592,9372.818052988712,2193.47468332069,16691.851305081298,2016,11,November,4,Friday
2016-11-13,Technology,East,Historical,2945.138,9979.103131453408,2073.189863596129,17630.683831489536,2016,11,November,4,Sunday
2016-11-14,Technology,East,Historical,8322.186000000002,8315.207239250984,966.6636876097336,15561.677883807359,2016,11,November,4,Monday
2016-11-20,Technology,East,Historical,3070.333,7722.522579550625,95.25115446932705,14499.75482539913,2016,11,November,4,Sunday
2016-11-21,Technology,East,Historical,1176.891,6326.594677181061,0.0,13195.136180998734,2016,11,November,4,Monday
2016-11-24,Technology,East,Historical,12789.076000000001,7666.683548470446,602.0137147495343,14869.149566342596,2016,11,November,4,Thursday
2016-11-25,Technology,East,Historical,23935.653000000002,7859.369909000662,596.7555385160958,14644.989085495625,2016,11,November,4,Friday
2016-11-26,Technology,East,Historical,16659.486,6609.171624707034,0.0,13620.126041292278,2016,11,November,4,Saturday
2016-11-28,Technology,East,Historical,3428.372,7376.850008155141,4.120609965412768,14854.248953917646,2016,11,November,4,Monday
2016-12-01,Technology,East,Historical,14730.91,11090.121313017757,3800.7279959954085,18321.740102222047,2016,12,December,4,Thursday
2016-12-02,Technology,East,Historical,4684.616,9858.953796719934,2808.8588949293053,16609.577812677253,2016,12,December,4,Friday
2016-12-04,Technology,East,Historical,944.2860000000001,11917.505203529521,5144.063883664999,19054.323490394814,2016,12,December,4,Sunday
2016-12-06,Technology,East,Historical,3878.276,9290.959936573796,1425.7592363998806,15932.809792187269,2016,12,December,4,Tuesday
2016-12-11,Technology,East,Historical,6102.25,8431.518166561887,1094.316008687514,15905.618027239656,2016,12,December,4,Sunday
2016-12-12,Technology,East,Historical,1981.115,4190.346919930262,0.0,11533.28664031823,2016,12,December,4,Monday
2016-12-23,Technology,East,Historical,13931.714,7440.458724793289,302.1176900642131,14779.816619128356,2016,12,December,4,Friday
2016-12-24,Technology,East,Historical,1938.26,2734.2473744875397,0.0,9823.655943671718,2016,12,December,4,Saturday
2016-12-26,Technology,East,Historical,1829.418,3167.1045838768932,0.0,10712.766905181727,2016,12,December,4,Monday
2016-12-27,Technology,East,Historical,959.49,2331.7741207124764,0.0,9827.829900423458,2016,12,December,4,Tuesday
2017-01-19,Technology,East,Historical,2013.715,3213.6826243130513,0.0,10685.116547686443,2017,1,January,1,Thursday
2017-01-27,Technology,East,Historical,995.742,3031.3284302430716,0.0,10382.30221769614,2017,1,January,1,Friday
2017-01-28,Technology,East,Historical,1007.52,2116.522087562286,0.0,9133.635022920296,2017,1,January,1,Saturday
2017-02-02,Technology,East,Historical,913.354,880.1924587324684,0.0,8296.685467458543,2017,2,February,1,Thursday
2017-02-06,Technology,East,Historical,904.354,0.0,0.0,6410.256574761586,2017,2,February,1,Monday
2017-02-16,Technology,East,Historical,1337.442,0.0,0.0,5923.288841241442,2017,2,February,1,Thursday
2017-02-17,Technology,East,Historical,2964.8174,0.0,0.0,6703.174412058087,2017,2,February,1,Friday
2017-02-24,Technology,East,Historical,1448.676,519.213576126589,0.0,7517.8509071814115,2017,2,February,1,Friday
2017-03-07,Technology,East,Historical,166.59,1170.368292629511,0.0,8394.538978687391,2017,3,March,1,Tuesday
2017-03-10,Technology,East,Historical,2505.904,3077.216755126354,0.0,9956.06887901269,2017,3,March,1,Friday
2017-03-11,Technology,East,Historical,3947.416,2540.278385285155,0.0,9193.114325262,2017,3,March,1,Saturday
2017-03-12,Technology,East,Historical,353.28,3364.102711320818,0.0,10388.152257757822,2017,3,March,1,Sunday
2017-03-13,Technology,East,Historical,4791.35,2802.9798509327884,0.0,9711.364103221325,2017,3,March,1,Monday
2017-03-16,Technology,East,Historical,6043.143,3367.379455338965,0.0,10660.534359537576,2017,3,March,1,Thursday
2017-03-17,Technology,East,Historical,1628.2379999999998,2952.513903306611,0.0,10277.453248467038,2017,3,March,1,Friday
2017-03-20,Technology,East,Historical,899.568,2101.141029862394,0.0,9191.826292073889,2017,3,March,1,Monday
2017-03-24,Technology,East,Historical,2514.596,2807.9712670551503,0.0,9920.67740638912,2017,3,March,1,Friday
2017-03-26,Technology,East,Historical,3252.88,3068.540079129142,0.0,10394.082415334455,2017,3,March,1,Sunday
2017-03-31,Technology,East,Historical,9962.021599999998,3816.8366609215573,0.0,11276.005878115979,2017,3,March,1,Friday
2017-04-04,Technology,East,Historical,1616.94,780.4859403208538,0.0,8300.156778878474,2017,4,April,2,Tuesday
2017-04-10,Technology,East,Historical,755.529,2184.5279176619924,0.0,9564.725545504825,2017,4,April,2,Monday
2017-04-11,Technology,East,Historical,319.806,1401.4906146797275,0.0,8803.934677293617,2017,4,April,2,Tuesday
2017-04-20,Technology,East,Historical,2033.24,3075.9373633953783,0.0,10219.858760235278,2017,4,April,2,Thursday
2017-04-24,Technology,East,Historical,928.558,1812.0299355494603,0.0,9102.325407211278,2017,4,April,2,Monday
2017-04-30,Technology,East,Historical,1390.1260000000002,3213.4720917498207,0.0,10571.771567601118,2017,4,April,2,Sunday
2017-05-12,Technology,East,Historical,970.384,2668.795204660407,0.0,10002.602203355385,2017,5,May,2,Friday
2017-05-14,Technology,East,Historical,8364.124,4531.1801940413125,0.0,12490.415292218098,2017,5,May,2,Sunday
2017-05-18,Technology,East,Historical,1830.508,3123.1497049200852,0.0,10588.64923129564,2017,5,May,2,Thursday
2017-05-19,Technology,East,Historical,9838.364,5519.15553137034,0.0,12551.233454069983,2017,5,May,2,Friday
2017-05-25,Technology,East,Historical,886.026,3601.5368344977614,0.0,10935.930215522054,2017,5,May,2,Thursday
2017-06-01,Technology,East,Historical,5058.362,4171.476670866248,0.0,11624.497113331228,2017,6,June,2,Thursday
2017-06-02,Technology,East,Historical,135.70600000000002,3340.97800013007,0.0,10949.974919372964,2017,6,June,2,Friday
2017-06-03,Technology,East,Historical,2952.036,3358.522330969946,0.0,10548.519487551293,2017,6,June,2,Saturday
2017-06-12,Technology,East,Historical,1679.968,2218.1353815955204,0.0,9800.964673251732,2017,6,June,2,Monday
2017-06-16,Technology,East,Historical,2724.194,3904.094959359956,0.0,11497.891695220624,2017,6,June,2,Friday
2017-06-17,Technology,East,Historical,7793.344,3032.266908371632,0.0,10315.428045585371,2017,6,June,2,Saturday
2017-06-19,Technology,East,Historical,4231.882,3013.4584195892576,0.0,10696.29667587638,2017,6,June,2,Monday
2017-06-20,Technology,East,Historical,2056.456,2761.42844332577,0.0,10078.320185717488,2017,6,June,2,Tuesday
2017-06-26,Technology,East,Historical,12672.408000000001,5853.621286551896,0.0,13599.578040414268,2017,6,June,2,Monday
2017-07-03,Technology,East,Historical,6963.4039999999995,4184.302326888266,0.0,11753.174377994876,2017,7,July,3,Monday
2017-07-07,Technology,East,Historical,6481.0,5839.699574701041,0.0,12798.37689873211,2017,7,July,3,Friday
2017-07-08,Technology,East,Historical,1980.2640000000001,4739.488157912078,0.0,12212.158276538477,2017,7,July,3,Saturday
2017-07-09,Technology,East,Historical,1671.214,5562.622646810592,0.0,13119.085236495244,2017,7,July,3,Sunday
2017-07-11,Technology,East,Historical,1728.892,3060.2840294857833,0.0,10354.321107984062,2017,7,July,3,Tuesday
2017-07-13,Technology,East,Historical,504.542,3710.7172602197697,0.0,10907.323371516706,2017,7,July,3,Thursday
2017-07-14,Technology,East,Historical,3598.9339999999997,2563.2332718357084,0.0,9649.669595140167,2017,7,July,3,Friday
2017-07-15,Technology,East,Historical,2132.229,402.1870477391831,0.0,7962.844633274288,2017,7,July,3,Saturday
2017-07-17,Technology,East,Historical,2191.873,0.0,0.0,7032.396915748912,2017,7,July,3,Monday
2017-07-18,Technology,East,Historical,2106.794,0.0,0.0,6757.642007313928,2017,7,July,3,Tuesday
2017-07-21,Technology,East,Historical,3685.944,1352.886347863992,0.0,8557.790017402978,2017,7,July,3,Friday
2017-07-22,Technology,East,Historical,556.3140000000001,315.81417234479613,0.0,7944.613996695976,2017,7,July,3,Saturday
2017-07-27,Technology,East,Historical,1142.68,2570.776205364254,0.0,10207.109162913443,2017,7,July,3,Thursday
2017-07-30,Technology,East,Historical,523.376,3214.726524017089,0.0,10307.173030089572,2017,7,July,3,Sunday
2017-07-31,Technology,East,Historical,1558.028,1968.0181547421025,0.0,9170.295406457519,2017,7,July,3,Monday
2017-08-06,Technology,East,Historical,1424.026,3838.1175402138697,0.0,11667.035521354836,2017,8,August,3,Sunday
2017-08-18,Technology,East,Historical,14156.967999999999,5558.949176658484,0.0,13045.051679081851,2017,8,August,3,Friday
2017-08-27,Technology,East,Historical,12381.076,6579.506038149586,0.0,13943.3197427403,2017,8,August,3,Sunday
2017-09-02,Technology,East,Historical,28064.561999999998,10218.198014621059,2926.8726468671034,18207.884519607782,2017,9,September,3,Saturday
2017-09-04,Technology,East,Historical,10720.404,10034.054652212,2617.921812598481,17607.504040661373,2017,9,September,3,Monday
2017-09-08,Technology,East,Historical,6552.981000000001,13285.556670606475,6133.413287656183,20805.935951043444,2017,9,September,3,Friday
2017-09-09,Technology,East,Historical,13068.182999999999,14878.712263797697,7472.900248989388,21735.35751495639,2017,9,September,3,Saturday
2017-09-10,Technology,East,Historical,5013.292,15597.955178926393,8154.913114521751,22821.075001151716,2017,9,September,3,Sunday
2017-09-14,Technology,East,Historical,17469.388,15914.807935819153,8636.6649493025,23393.87110729713,2017,9,September,3,Thursday
2017-09-15,Technology,East,Historical,21855.078,15601.814722635867,7712.952149821944,22875.680022011366,2017,9,September,3,Friday
2017-09-16,Technology,East,Historical,1699.3,9870.145419455901,2634.939684507631,16725.576449549626,2017,9,September,3,Saturday
2017-09-17,Technology,East,Historical,4979.226,11874.828165948056,4854.69018077656,18913.99876704445,2017,9,September,3,Sunday
2017-09-20,Technology,East,Historical,36799.59,15725.12415413828,8340.213002749384,22900.876589329167,2017,9,September,3,Wednesday
2017-09-22,Technology,East,Historical,23613.639,12437.749711786175,5678.58184153327,19573.83276211499,2017,9,September,3,Friday
2017-09-24,Technology,East,Historical,19351.386,16502.91766162161,9480.36100992441,24056.227613055747,2017,9,September,3,Sunday
2017-09-25,Technology,East,Historical,1412.213,12995.472874114452,5441.486340450672,20137.00288221687,2017,9,September,3,Monday
2017-09-29,Technology,East,Historical,1944.08,12507.370596059305,5668.0388169339,19437.317128728333,2017,9,September,3,Friday
2017-10-01,Technology,East,Historical,2978.466,12094.43920966587,5036.706426734414,19047.729436592963,2017,10,October,4,Sunday
2017-10-02,Technology,East,Historical,5418.022,10898.969618655876,3414.3872835171737,17698.658709381747,2017,10,October,4,Monday
2017-10-03,Technology,East,Historical,2504.48,5357.214075730148,0.0,12897.078976488005,2017,10,October,4,Tuesday
2017-10-05,Technology,East,Historical,20053.847999999998,6337.889101724117,0.0,13360.536229354173,2017,10,October,4,Thursday
2017-10-06,Technology,East,Historical,1499.652,1356.770423688451,0.0,8305.650809445815,2017,10,October,4,Friday
2017-10-12,Technology,East,Historical,5635.354,5637.706054236958,0.0,12972.941066015685,2017,10,October,4,Thursday
2017-10-19,Technology,East,Historical,2781.8702000000003,7252.735568754419,159.6150090927067,14925.393500428188,2017,10,October,4,Thursday
2017-10-21,Technology,East,Historical,4537.201,7488.907246059294,569.9344417252923,15102.023715050513,2017,10,October,4,Saturday
2017-10-22,Technology,East,Historical,60635.508,18127.05756927562,10986.75272583788,25811.469858695367,2017,10,October,4,Sunday
2017-10-23,Technology,East,Historical,3352.3940000000002,10016.969372930154,2906.259280121263,17737.474398543523,2017,10,October,4,Monday
2017-10-26,Technology,East,Historical,1999.736,15449.066773699684,8102.8950377049205,22475.626349327296,2017,10,October,4,Thursday
2017-10-30,Technology,East,Historical,4025.7299999999996,14497.967183521196,6778.110416687816,21411.58164016288,2017,10,October,4,Monday
2017-11-02,Technology,East,Historical,6294.386,15066.857781791787,8140.246218214219,21979.442828902032,2017,11,November,4,Thursday
2017-11-03,Technology,East,Historical,4536.937,14905.101701520081,8130.807865869587,22169.28311806345,2017,11,November,4,Friday
2017-11-04,Technology,East,Historical,10668.096,15570.725732971281,8371.60403760153,22656.90432852419,2017,11,November,4,Saturday
2017-11-05,Technology,East,Historical,4710.128,7886.77662105181,225.45268045600187,15484.072875362104,2017,11,November,4,Sunday
2017-11-07,Technology,East,Historical,4826.756,5538.061922297451,0.0,12747.13520072811,2017,11,November,4,Tuesday
2017-11-09,Technology,East,Historical,4751.492,6539.627390813075,0.0,13888.338668055603,2017,11,November,4,Thursday
2017-11-10,Technology,East,Historical,4007.5480000000002,6463.5207244502035,0.0,13299.883032801336,2017,11,November,4,Friday
2017-11-12,Technology,East,Historical,5822.772,6730.514322214833,194.49823553038186,13996.881933231802,2017,11,November,4,Sunday
2017-11-13,Technology,East,Historical,33167.101,9632.123132682507,2811.1303850315394,17292.294146116143,2017,11,November,4,Monday
2017-11-14,Technology,East,Historical,834.6579999999999,4502.5757329991075,0.0,11738.10303174825,2017,11,November,4,Tuesday
2017-11-16,Technology,East,Historical,19020.936,11808.369759611855,4109.149126115037,19008.56669915211,2017,11,November,4,Thursday
2017-11-17,Technology,East,Historical,13694.8828,10538.658380073579,2821.137247507226,17604.175807831918,2017,11,November,4,Friday
2017-11-18,Technology,East,Historical,1469.756,9762.522349111678,2482.3078034981995,17438.90083106899,2017,11,November,4,Saturday
2017-11-20,Technology,East,Historical,8964.822,12490.65362932364,4994.720581087254,19683.999307769696,2017,11,November,4,Monday
2017-11-24,Technology,East,Historical,4959.641,11756.260393844976,4959.286529486949,18601.317753078358,2017,11,November,4,Friday
2017-11-26,Technology,East,Historical,10096.344000000001,9334.276734366538,2544.5334463678273,16875.84195910252,2017,11,November,4,Sunday
2017-11-28,Technology,East,Historical,6912.944,6616.278097011025,0.0,14072.09118725206,2017,11,November,4,Tuesday
2017-11-30,Technology,East,Historical,6645.282,6684.142219501599,0.0,14208.809474850652,2017,11,November,4,Thursday
2017-12-01,Technology,East,Historical,10662.356,6128.124480593394,0.0,13417.96223588194,2017,12,December,4,Friday
2017-12-02,Technology,East,Historical,19902.364,7720.980189456615,0.0,14809.263411682055,2017,12,December,4,Saturday
2017-12-03,Technology,East,Historical,1403.842,6751.703377183966,0.0,13906.370591540152,2017,12,December,4,Sunday
2017-12-04,Technology,East,Historical,2639.638,7647.7199501204805,568.933573036682,15470.379674730488,2017,12,December,4,Monday
2017-12-05,Technology,East,Historical,1453.136,5427.884263542415,0.0,12581.375024855264,2017,12,December,4,Tuesday
2017-12-07,Technology,East,Historical,2916.514,6349.059749484295,0.0,13767.690507302832,2017,12,December,4,Thursday
2017-12-08,Technology,East,Historical,7643.041,6398.781742579278,0.0,13645.129100668386,2017,12,December,4,Friday
2017-12-10,Technology,East,Historical,3873.5589999999997,5464.706409924655,0.0,12473.264008533184,2017,12,December,4,Sunday
2017-12-11,Technology,East,Historical,8471.895,4316.550584039069,0.0,10866.511504651357,2017,12,December,4,Monday
2017-12-14,Technology,East,Historical,3897.714,3533.3207185038077,0.0,10913.347405220456,2017,12,December,4,Thursday
2017-12-21,Technology,East,Historical,2140.94,4031.7107674337803,0.0,11284.745905993594,2017,12,December,4,Thursday
2017-12-22,Technology,East,Historical,7442.021,5232.687724619505,0.0,12390.285238017026,2017,12,December,4,Friday
2017-12-25,Technology,East,Historical,5397.854,3922.483692016563,0.0,11004.9969089529,2017,12,December,4,Monday
2017-12-27,Technology,East,Historical,177.636,4229.181357131016,0.0,11741.822140103406,2017,12,December,4,Wednesday
2017-12-28,Technology,East,Historical,1657.3508000000002,3579.695617849896,0.0,10716.55862220966,2017,12,December,4,Thursday
2017-12-30,Technology,East,Historical,713.7900000000001,943.6336805283654,0.0,8455.44267883819,2017,12,December,4,Saturday
2017-12-31,Technology,East,Forecast,0.0,1990.7610219241178,0.0,9757.327076696587,2017,12,December,4,Sunday
2018-01-01,Technology,East,Forecast,0.0,468.15013519129116,0.0,8159.057864045126,2018,1,January,1,Monday
2018-01-02,Technology,East,Forecast,0.0,0.0,0.0,7023.059600849675,2018,1,January,1,Tuesday
2018-01-03,Technology,East,Forecast,0.0,576.5881219979283,0.0,7604.180562649464,2018,1,January,1,Wednesday
2018-01-04,Technology,East,Forecast,0.0,0.0,0.0,5897.259575833814,2018,1,January,1,Thursday
2018-01-05,Technology,East,Forecast,0.0,0.0,0.0,6317.790400783213,2018,1,January,1,Friday
2018-01-06,Technology,East,Forecast,0.0,0.0,0.0,5264.0928685685285,2018,1,January,1,Saturday
2018-01-07,Technology,East,Forecast,0.0,0.0,0.0,6220.283379363263,2018,1,January,1,Sunday
2018-01-08,Technology,East,Forecast,0.0,0.0,0.0,3892.0090579352172,2018,1,January,1,Monday
2018-01-09,Technology,East,Forecast,0.0,0.0,0.0,3288.142984571763,2018,1,January,1,Tuesday
2018-01-10,Technology,East,Forecast,0.0,0.0,0.0,5775.469370991285,2018,1,January,1,Wednesday
2018-01-11,Technology,East,Forecast,0.0,0.0,0.0,5051.7533922540315,2018,1,January,1,Thursday
2018-01-12,Technology,East,Forecast,0.0,0.0,0.0,5505.44939023048,2018,1,January,1,Friday
2018-01-13,Technology,East,Forecast,0.0,0.0,0.0,4121.036848653911,2018,1,January,1,Saturday
2018-01-14,Technology,East,Forecast,0.0,0.0,0.0,5826.503891900635,2018,1,January,1,Sunday
2018-01-15,Technology,East,Forecast,0.0,0.0,0.0,4464.183354550768,2018,1,January,1,Monday
2018-01-16,Technology,East,Forecast,0.0,0.0,0.0,3838.48879739574,2018,1,January,1,Tuesday
2018-01-17,Technology,East,Forecast,0.0,0.0,0.0,5957.1861660895775,2018,1,January,1,Wednesday
2018-01-18,Technology,East,Forecast,0.0,0.0,0.0,6102.328861596195,2018,1,January,1,Thursday
2018-01-19,Technology,East,Forecast,0.0,0.0,0.0,5705.631343215958,2018,1,January,1,Friday
2018-01-20,Technology,East,Forecast,0.0,0.0,0.0,5119.652970856245,2018,1,January,1,Saturday
2018-01-21,Technology,East,Forecast,0.0,0.0,0.0,6632.805880762726,2018,1,January,1,Sunday
2018-01-22,Technology,East,Forecast,0.0,0.0,0.0,5710.493940553357,2018,1,January,1,Monday
2018-01-23,Technology,East,Forecast,0.0,0.0,0.0,4730.882357516694,2018,1,January,1,Tuesday
2018-01-24,Technology,East,Forecast,0.0,0.0,0.0,7209.300468706568,2018,1,January,1,Wednesday
2018-01-25,Technology,East,Forecast,0.0,0.0,0.0,6629.234983951368,2018,1,January,1,Thursday
2018-01-26,Technology,East,Forecast,0.0,0.0,0.0,6761.976900217446,2018,1,January,1,Friday
2018-01-27,Technology,East,Forecast,0.0,0.0,0.0,5539.54439627146,2018,1,January,1,Saturday
2018-01-28,Technology,East,Forecast,0.0,0.0,0.0,7280.504061065476,2018,1,January,1,Sunday
2018-01-29,Technology,East,Forecast,0.0,0.0,0.0,5769.1527298321325,2018,1,January,1,Monday
2018-01-30,Technology,East,Forecast,0.0,0.0,0.0,5171.58973314504,2018,1,January,1,Tuesday
2018-01-31,Technology,East,Forecast,0.0,122.00786257853906,0.0,7592.9244035054,2018,1,January,1,Wednesday
2018-02-01,Technology,East,Forecast,0.0,0.0,0.0,6670.406585134756,2018,2,February,1,Thursday
2018-02-02,Technology,East,Forecast,0.0,0.0,0.0,6794.484910898494,2018,2,February,1,Friday
2018-02-03,Technology,East,Forecast,0.0,0.0,0.0,5504.462884937359,2018,2,February,1,Saturday
2018-02-04,Technology,East,Forecast,0.0,0.0,0.0,6638.160766281968,2018,2,February,1,Sunday
2018-02-05,Technology,East,Forecast,0.0,0.0,0.0,5588.999180429419,2018,2,February,1,Monday
2018-02-06,Technology,East,Forecast,0.0,0.0,0.0,4397.7164739139635,2018,2,February,1,Tuesday
2018-02-07,Technology,East,Forecast,0.0,0.0,0.0,6466.467659380985,2018,2,February,1,Wednesday
2018-02-08,Technology,East,Forecast,0.0,0.0,0.0,5520.379420207514,2018,2,February,1,Thursday
2018-02-09,Technology,East,Forecast,0.0,0.0,0.0,6078.963695316662,2018,2,February,1,Friday
2018-02-10,Technology,East,Forecast,0.0,0.0,0.0,5102.534563015321,2018,2,February,1,Saturday
2018-02-11,Technology,East,Forecast,0.0,0.0,0.0,6016.052478122564,2018,2,February,1,Sunday
2018-02-12,Technology,East,Forecast,0.0,0.0,0.0,4680.074157035873,2018,2,February,1,Monday
2018-02-13,Technology,East,Forecast,0.0,0.0,0.0,3925.1081491461837,2018,2,February,1,Tuesday
2018-02-14,Technology,East,Forecast,0.0,0.0,0.0,6107.9519477299655,2018,2,February,1,Wednesday
2018-02-15,Technology,East,Forecast,0.0,0.0,0.0,5427.679904288248,2018,2,February,1,Thursday
2018-02-16,Technology,East,Forecast,0.0,0.0,0.0,6019.147002805041,2018,2,February,1,Friday
2018-02-17,Technology,East,Forecast,0.0,0.0,0.0,4904.862091940672,2018,2,February,1,Saturday
2018-02-18,Technology,East,Forecast,0.0,0.0,0.0,6038.287996211021,2018,2,February,1,Sunday
2018-02-19,Technology,East,Forecast,0.0,0.0,0.0,5510.335312278679,2018,2,February,1,Monday
2018-02-20,Technology,East,Forecast,0.0,0.0,0.0,4397.596885568513,2018,2,February,1,Tuesday
2018-02-21,Technology,East,Forecast,0.0,0.0,0.0,6429.629268148144,2018,2,February,1,Wednesday
2018-02-22,Technology,East,Forecast,0.0,0.0,0.0,6337.2570154962805,2018,2,February,1,Thursday
2018-02-23,Technology,East,Forecast,0.0,0.0,0.0,6372.604819419161,2018,2,February,1,Friday
2018-02-24,Technology,East,Forecast,0.0,0.0,0.0,5834.3876003982205,2018,2,February,1,Saturday
2018-02-25,Technology,East,Forecast,0.0,55.77835686382605,0.0,7908.581012343255,2018,2,February,1,Sunday
2018-02-26,Technology,East,Forecast,0.0,0.0,0.0,6213.396262056979,2018,2,February,1,Monday
2018-02-27,Technology,East,Forecast,0.0,0.0,0.0,5835.624284300613,2018,2,February,1,Tuesday
2018-02-28,Technology,East,Forecast,0.0,1030.712469777287,0.0,8254.91175598235,2018,2,February,1,Wednesday
2018-03-01,Technology,East,Forecast,0.0,535.368648871382,0.0,7797.332933100171,2018,3,March,1,Thursday
2018-03-02,Technology,East,Forecast,0.0,921.9142247876262,0.0,8066.040664508512,2018,3,March,1,Friday
2018-03-03,Technology,East,Forecast,0.0,408.81910362727467,0.0,7908.21368024723,2018,3,March,1,Saturday
